month,year,review_title,departure_city,arrival_city,review_comment,seat_comfort,food_and_beverages,inflight_entertainment,value_for_money,customer_service,source
Mar,2019.0,Ethiopian Air Experience,Cape Town Central,Manchester International Business Class,"An airline that trys so,so hard. The Stewardess's stunning and so polite. Addis Ababa Airport little confusing with all the alterations going on. Business class lounge could have been more accommodating regarding food/beverages not a lot of choice. Only two toilets for the ladies, which were not too clean. Not enough Departure/Arrival boards in sight. Lady walked around announcing flight departures. But the flight made up for it ...the ''Dreamliner Aircraft'' was amazing.",5.0,5.0,5.0,5.0,5.0,TripAdvisor
Mar,2019.0,codeshare woes,Johannesburg,Lalibela Africa Economy,"Flying Ethiopian Airlines is challenging at the best of time but when you book a ticket through a Star Alliance member the fun begins! I booked through SAA to fly to Lalibella via Addis return on a flight operated by Ethiopian Airways. This meant that I was not able to select a seat online and nor could I check in online because SAA said it was to be done through Ethiopian Airlines and they said it was an SAA ticket! When flying from Lalibella I tried to book my luggage through to Johannesburg and they said that I was not able to do that because my ticket was fake and they would only book me to Addis when meant I had to claim my baggage, walk through a construction site to reach International Departures to check in which I did with no problem despite my ticket being 'fake' Ethiopian Airlines is the most frustrating airline to do business with particularly as it is diffiicult (if not impossible) to reserve seats online or to do an online check in. It is a real pity because the country and its people are amazing",1.0,3.0,3.0,3.0,2.0,TripAdvisor
Mar,2019.0,Ethiopian Airlines,Cape Town Central,Bangkok International Economy,"Pleasantly surprised about the service, meals and the fact that all the flights were on time. Good job.",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Mar,2019.0,Could not even travel!,Sao Paulo,Buenos Aires South America Economy,"Purchase a ticket from São Paulo to Buenos Aires on Ethiopian Official Website and paid with my credit card. Received an email with the reservation right afterwards. Went to sleep. The next day I got an email around noon that I needed to call their office to have tkt issued. Called right away but it was a long wait and I had an appointment. Called again around 3pm and they said they would email me a form with instructions, I had to fill it in, sign and returned to their office in São Paulo Brazil. I did it later in the evening, filled in form, sent copy of my passport and copy of my credit card. Was advised it would take 24 hours to have it processed. 3 days later without any communication from Ethiopian Airlines I sent an email asking for the status and was informed that my reservation had been cancelled 3 days before because I sent the forms and docs after 5pm (which no one told me I was supposed to). So I was supposed to make a new reservation, and prepare a new form .... when I tried price was R$200 more .... $210 instead of $160 round trip. So I happily purchased ticket with one of their competitors on their website right away without any issues, forms, copy of passport and credit card. They do not honor the prices they quote. Never ever again. From a customer who is Star Gold and One World Saphire for life! Good bye for ever!!!",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Mar,2019.0,Worst airline with a worst aircraft and a worst airport with some real sick service on board,Johannesburg,Addis Ababa Africa Economy,"I booked the tickets for a cheap fare but checked the airline website for the aircraft type and confirmed ( 777-200) the aircraft was changed to (737 max ) for vice versa sectors as they had less pax travelling, anyways .... After which the airlines crew which i guess was one of the dearest of the captain flying the aircraft kept the seat belt signs on for 3 hours, All of us were hungry and there was no turbulence or any sort of weather alarm, just the crew wanted to be relaxed. All the pax just went to the rear gally to fetch our meals. The crew just before decend, rolled out their merchandise cart for sales (LOL) as this is what they get commission for. Their airport is a bigger mess. Literally i have no more word's you guys should travel with Ethiopian air to know them. Addis to mumbai was a 787 dreamliner which was no issue. Never travelling again with Ethiopian airlines.",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Mar,2019.0,Good flight,Toronto,Addis Ababa International Economy,"Good flight and crew. They have a good collection of movies to watch and i was able to catch up on the latest movies. But the meals were absolutely horrible especially since I asked for Asian vegetarian. I ate the same meal almost 8 times by the time I flew this airline thrice. had rice with lots of turmeric and some kind of smashed veggies . on a veg plate they do not even give butter, bread, crackers etc which others were getting which I don't understand. After eating the same food about four times I could not stomach it anymore. a lady beside me travelling with a one month old was to have a seat up front with a bassinet( which she said she had paid extra for) but she was told that she could not get a bassinet seat as there were too many babies on the flight . Hence this lady had to sit through a 12 hour flight with a tiny infant on her lap. None of the crew came by to ask how she was doing or if they could help during the flight which I thought was poor service",4.0,2.0,4.0,1.0,3.0,TripAdvisor
Mar,2019.0,"Modern aircraft, no complaints",Manchester,Cape Town Central International Business Class,Flights on time all the way there and back. Was a bit concerned about the short transfer time in Addis Ababa but everything went smoothly and luggage was waiting in Cape Town. In flight service OK but food average.,3.0,4.0,4.0,3.0,4.0,TripAdvisor
Mar,2019.0,Good services for a reasonable price,Sao Paulo,Buenos Aires South America Economy,"This was our first time flying with Ethiopian and we were positively surprised with the new aircrafts, good entertainment package and exellent services. The only problem was the check in process in Buenos Aires. Apparently Ethiopian does not have a fixed check in counter and we had to wait for a long time to dispatch our luggage.",5.0,5.0,5.0,4.0,4.0,TripAdvisor
Mar,2019.0,Excellent service,Addis Ababa,London International Economy,"This was an extremely comfortable overnight flight. There was plenty of room, pillows and blankets were available. The food was good. The cabin staff were very efficient and helpful.",4.0,5.0,4.0,4.0,4.0,TripAdvisor
Mar,2019.0,Excellent airline with lovely staff,Singapore,Addis Ababa International Economy,We have just finished our fourth leg of flights with Ethiopia Airlines. Each flight was punctual and the staff were all great - friendly and efficient. We have no complaints about anything. Nice and clean. Comfortable and tasty food. Can’t wait to fly with them again. Highly recommend.,3.0,4.0,4.0,3.0,4.0,TripAdvisor
Mar,2019.0,Excellent service in Ethiopia air business class!,Johannesburg,Toronto International Business Class,"I selected business class so I could be fresh when I arrived to visit my grandbaby in Toronto. The flight was excellent. All legs of my flight took off punctually, food and service was excellent and staff really spoilt us with wonderful service. From other reviews I read I did not expect the quality or quantity of the food we were served. Well done Ethiopia air! You show the world that Africa can do it!!!",3.0,4.0,4.0,3.0,4.0,TripAdvisor
